condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high,git_commit,git_dirty,run_date
calm,cost_split,equal,by_size,coalitions,-0.22083333333333333,-0.38523813956994346,-0.05642852709672319,1.9875,1.7666666666666666,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,mean_adopt_week,-1.191454373060192,-2.1089330536479634,-0.27397569247242093,43.15203926453588,41.96058489147568,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_ml_forecast,0.035416666666666666,-0.0833623335763764,0.15419566690970973,18.722916666666666,18.758333333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_control_tower,1.6145833333333333,0.556062020034275,2.6731046466323916,12.435416666666667,14.05,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_rfid,0.0375,-0.003425701335630374,0.07842570133563037,22.175,22.2125,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_aps,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_routing,-0.014583333333333334,-0.09005737950725504,0.06089071284058836,5.79375,5.779166666666667,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_blockchain,0.05,-0.021044152128969332,0.12104415212896934,0.058333333333333334,0.10833333333333334,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,adopt_risk_intel,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,formed_dyad,-0.1625,-0.26660626474346394,-0.058393735256536045,0.3541666666666667,0.19166666666666668,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,formed_triad,-0.08333333333333333,-0.16307768471990575,-0.0035889819467609108,0.31666666666666665,0.23333333333333334,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,formed_chain,0.025,-0.10850347436312607,0.15850347436312606,1.3166666666666667,1.3416666666666666,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,formed_network,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,failed_acceptance,-7.70625,-9.882448750565846,-5.530051249434154,139.60625,131.9,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,cost_split,equal,by_size,failed_budget,-0.004166666666666667,-0.010087012677414114,0.0017536793440807797,0.004166666666666667,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,d_network_profit,16079748.133083645,-9436745.803966545,41596242.070133835,292672193.04035443,308751941.173438,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,d_network_profit_with_inventory,18978710.60625758,-5904570.652310822,43861991.86482598,264507823.50494686,283486534.11120445,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,d_satisfaction_index,2.384687940373345e-05,-4.605798982314068e-05,9.375174863060758e-05,0.0002154584085220466,0.00023930528792578005,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,d_fill_rate,3.314559301997542e-05,-0.00010336405805870054,0.0001696552440986514,0.0004288416391717153,0.0004619872321916907,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,costs_tech,4158312.9153333334,3454030.0675267186,4862595.763139948,31968135.624,36126448.539333336,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adoptions,7.085416666666666,5.26744950226834,8.903383831064993,56.50416666666667,63.58958333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,coalitions,0.4083333333333333,0.2258491541573154,0.5908175125093512,1.6729166666666666,2.08125,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,mean_adopt_week,-7.82386947154391,-9.385802274996436,-6.261936668091383,46.468246813777725,38.64437734223383,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adopt_ml_forecast,1.11875,0.1564495086663631,2.0810504913336367,18.18125,19.3,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adopt_control_tower,5.822916666666667,4.446905789066589,7.198927544266745,10.33125,16.154166666666665,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adopt_rfid,-0.0125,-0.28665467050603566,0.26165467050603564,22.2,22.1875,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adopt_aps,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
