condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high
cm3_12w,chain_accept_share,0.4,0.8,failed_acceptance,48.2,44.36432554825419,52.03567445174581,70.5,118.7
cm3_12w,chain_accept_share,0.4,0.8,failed_budget,-0.0020833333333333333,-0.006343749999999999,0.0021770833333333325,0.0020833333333333333,0.0
cm3_12w,cost_split,equal,by_size,d_network_profit,-128241.21406253178,-3486074.9333317657,3229592.505206702,278184999.9770203,278056758.76295775
cm3_12w,cost_split,equal,by_size,d_network_profit_with_inventory,-129649.73697621028,-2926478.10205548,2667178.628103059,254492726.25934222,254363076.52236602
cm3_12w,cost_split,equal,by_size,d_satisfaction_index,-1.6704593597920148e-06,-2.3839010599698233e-05,2.0498091880114203e-05,0.0003115815077178783,0.00030991104835808626
cm3_12w,cost_split,equal,by_size,d_fill_rate,-1.5109214764347466e-05,-5.679765899587313e-05,2.6579229467178194e-05,0.000565042953907596,0.0005499337391432486
cm3_12w,cost_split,equal,by_size,costs_tech,1226918.7279583334,772117.6543898621,1681719.801526805,37956566.688708335,39183485.416666664
cm3_12w,cost_split,equal,by_size,adoptions,3.7875,2.7754547413265316,4.799545258673469,54.8125,58.6
cm3_12w,cost_split,equal,by_size,coalitions,0.2520833333333333,0.1376849973525438,0.36648166931412285,1.05625,1.3083333333333333
cm3_12w,cost_split,equal,by_size,mean_adopt_week,-0.07909537295220186,-1.008633341857042,0.8504425959526382,45.917402406639106,45.83830703368689
cm3_12w,cost_split,equal,by_size,adopt_ml_forecast,-0.004166666666666667,-0.10104815274603747,0.09271481941270414,16.266666666666666,16.2625
cm3_12w,cost_split,equal,by_size,adopt_control_tower,2.4166666666666665,1.8114578659467253,3.0218754673866077,6.8125,9.229166666666666
cm3_12w,cost_split,equal,by_size,adopt_rfid,0.0,-0.02122850078761228,0.02122850078761228,21.808333333333334,21.808333333333334
cm3_12w,cost_split,equal,by_size,adopt_aps,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,adopt_routing,0.06041666666666667,-0.02326854384488828,0.14410187717822162,5.397916666666666,5.458333333333333
cm3_12w,cost_split,equal,by_size,adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,adopt_blockchain,1.3145833333333334,0.7216882643809052,1.9074784022857618,4.527083333333334,5.841666666666667
cm3_12w,cost_split,equal,by_size,adopt_risk_intel,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,formed_dyad,0.029166666666666667,-0.010893438625747043,0.06922677195908038,0.05416666666666667,0.08333333333333333
cm3_12w,cost_split,equal,by_size,formed_triad,0.0125,-0.006288522448298847,0.03128852244829885,0.0125,0.025
cm3_12w,cost_split,equal,by_size,formed_chain,0.21041666666666667,0.11381662062927346,0.3070167127040599,0.9895833333333334,1.2
cm3_12w,cost_split,equal,by_size,formed_network,0.0,0.0,0.0,0.0,0.0
cm3_12w,cost_split,equal,by_size,failed_acceptance,-3.5416666666666665,-5.275879850606903,-1.8074534827264304,96.37083333333334,92.82916666666667
cm3_12w,cost_split,equal,by_size,failed_budget,-0.0020833333333333333,-0.006343749999999999,0.0021770833333333325,0.0020833333333333333,0.0
